Wood,Oven,Phase,IO_02L_Avg,UO_02_Avg,AO_02_Avg,IO_04R_Avg,FB_01_Avg,IO_01T_Avg,SA_01_Avg,P_01_Avg,AO_01_Avg,Roofline,Chimney,T_eff_Pot_1(%),T_eff_Pot_2(%)
BW,NO,High,183.8,79.24,395.3,90.4,817,267.6,375,495.4,543,126.7,211.5,4.557764402384104,0.29404931628284037
BW,NO,High,185.3,80.1,397.8,91.5,820,268.7,375.5,494.5,536.9,126.7,210.7,32.822779126622684,4.268433159964372
BW,NO,High,186.8,80.9,397.8,92.3,822,269.8,375.8,492.7,527.9,126.7,209.8,41.106783475213966,18.564353827516005
BW,NO,High,188.3,81.7,396.2,93,824,270.8,376,490.5,520,126.6,208.7,20.498419464078243,18.72877174056069
BW,NO,High,189.7,82.5,393,93.6,825,271.7,376,488.6,513.3,126.6,207.2,25.23797900934315,11.364470080230527
BW,NO,High,191.1,83.2,389.3,94.2,827,272.5,375.8,487.8,509.8,126.6,205.5,30.868357162984534,7.2370789520873124
BW,NO,High,192.5,84,385,94.8,829,273.3,375.3,486.9,506.4,126.5,203.7,22.906724437038235,11.527254877993395
BW,NO,High,193.8,84.8,380.7,95.4,830,274,374.7,485.3,501.1,126.3,201.9,17.89104013200161,20.84823684803492
BW,NO,High,195,85.5,376.1,96,832,274.6,373.8,481.4,497.5,126.2,200.2,23.075351381900067,10.798081095376354
BW,NO,High,196.3,86.3,371.7,96.6,833,275.1,372.9,477.3,493.8,126,198.7,20.27086299472426,8.137937698611912
BW,NO,High,197.4,87.1,367.4,97.2,834,275.5,372.1,472.2,490.6,125.8,197.2,24.862417250481347,3.551773892925884
BW,NO,High,198.6,87.8,364.2,97.7,835,275.9,371.5,467.7,483,125.5,195.5,18.50039861869804,14.948322083908039
BW,NO,High,199.7,88.6,361.3,98.3,836,276.1,371,461.9,476,125.2,193.9,11.840034538129311,5.4760159738848415
BW,NO,High,200.7,89.3,358.9,98.8,836,276.3,370.5,456.6,469.8,124.8,192.4,18.645789711753245,8.287017649668057
BW,NO,High,201.7,90.1,357.5,99.3,836,276.4,370.2,454.1,463.1,124.5,191.3,21.304723753083824,11.688008170094601
BW,NO,High,202.6,90.8,356,99.8,836,276.5,370.1,453.5,458.1,124.1,190.3,12.423744671803629,9.317808503852799
BW,NO,High,203.6,91.6,351.6,100.3,834,276.5,369.2,450.6,466.1,123.9,190.8,15.227470086340919,12.418519293714908
BW,NO,High,204.4,92.4,347.1,100.7,836,276.5,368,446.1,487.2,123.5,192.1,18.3226366854761,5.0239487685982755
BW,NO,High,205.3,93.2,341.9,101.2,838,276.4,366.4,442.8,498.7,123.1,192,19.0498386421414,8.712716898343746
BW,NO,High,206.1,93.9,336.2,101.6,840,276.3,364.7,438.5,495.3,122.7,190.7,11.215309291470799,8.706621686799721
BW,NO,High,206.9,94.7,329.6,102,842,276.2,362.8,433.4,482,122.3,188.6,15.040282665633356,9.731947607174495
BW,NO,High,207.6,95.4,322.2,102.4,841,276.1,360.3,427.5,463.5,121.9,185.9,12.522655812222752,9.723473924784711
BW,NO,High,208.3,96.2,315.2,102.8,842,275.8,357.8,420.6,447.4,121.4,183.7,21.783416263056115,12.216375336713904
BW,NO,High,209,96.9,309.5,103.2,844,275.5,355.5,420.4,436.3,120.9,183,8.969073153854373,13.82119469610349
BW,NO,High,209.6,97.7,305.3,103.6,845,275.1,353.3,428,428.7,120.4,183.2,7.784226801541308,1.0281054266186653
BW,NO,High,210.2,98.4,301.6,103.9,845,274.7,351.2,437,421.9,119.8,183.1,14.523353900797687,5.868021778100042
BW,NO,High,210.7,99.2,297.7,104.2,845,274.3,349.4,440,414,119.3,182.5,17.87540099354986,5.1281888096249855
BW,NO,High,211.2,99.9,293.9,104.5,844,273.8,347.8,440.2,405.2,118.8,181.7,12.877066981750323,8.7798183966479435
BW,NO,High,211.7,100.7,290.6,104.8,842,273.3,346.2,442.8,397.9,118.2,181,6.283724990571169,8.037322662358438
BW,NO,High,212.2,101.4,288.1,105.1,840,272.8,344.6,449.2,393.4,117.7,180.6,11.528384060884663,8.172019081133476
BW,NO,High,212.6,102.2,286.4,105.3,837,272.3,343.2,455.7,390.8,117.1,180,15.008992552266514,6.70304521751709
BW,NO,High,213,102.9,284.9,105.6,840,271.7,342,460.1,388.5,116.6,179.3,14.69573106011263,7.129612098470424
BW,NO,High,213.4,103.6,283.6,105.8,844,271.1,340.9,463.4,385.3,116.1,178.7,9.152729770290215,7.118789821336834
BW,NO,High,213.7,104.4,282.9,106,843,270.5,339.7,464.5,381.6,115.6,178.1,8.123167723367267,4.641810127638482
BW,NO,High,214.1,105.1,282.1,106.2,840,269.9,338.5,463.8,376.9,115.1,177.3,12.744907901409494,9.848337923816395
BW,NO,High,214.4,105.8,281.1,106.4,836,269.3,337.2,463.8,371.7,114.6,176.4,15.616585327504264,7.085302602293641
BW,NO,High,214.7,106.5,280.2,106.6,832,268.7,335.9,461,366.6,114.1,175.5,6.9295631332085685,6.063367741557472
BW,NO,High,214.9,107.2,279.4,106.8,828,268.1,334.6,456.5,361.8,113.6,174.6,10.521705311690022,5.909450928483414
BW,NO,High,215.2,107.9,278.5,106.9,824,267.4,333.4,452.6,358.3,113.2,173.8,10.216896768414232,5.612098224903593
BW,NO,High,215.4,108.6,277.7,107.1,822,266.8,332.2,450.5,355.8,112.7,173.1,14.366769948044844,5.459372580257078
BW,NO,High,215.6,109.2,276.9,107.2,820,266.1,331,449.4,353.5,112.3,172.5,9.753713618510975,6.454663424014556
BW,NO,High,215.8,109.9,276.3,107.4,818,265.5,330,447.3,351,111.8,171.9,8.449302957506166,7.73326033398873
BW,NO,High,216,110.6,275.2,107.5,817,264.8,329,445,348.5,111.4,171.3,10.723735818521146,5.862308914124945
BW,NO,High,216.2,111.3,273.6,107.6,817,264.2,328.2,445.4,346.2,110.9,170.7,9.279502689179505,3.997324235338845
BW,NO,High,216.3,111.9,272,107.7,815,263.5,327.4,448.3,344.6,110.5,170.3,11.403566176194941,6.414505974109616
BW,NO,High,216.4,112.6,270.4,107.8,813,262.8,326.7,451.2,342.4,110,170.3,8.25530649449683,6.12031343557525
BW,NO,High,216.6,113.3,268.9,107.9,811,262.2,326,453.5,340.9,109.6,170.4,11.085920183835881,5.827214455606084
BW,NO,High,216.7,113.9,267.1,108,809,261.5,325.1,453.4,339.5,109.1,169.9,7.8060520760667425,5.960985221723648
BW,NO,High,216.8,114.6,264.8,108.1,807,260.9,324.1,450.6,337,108.7,168.6,11.764144309873641,5.811203815720778
BW,NO,High,216.9,115.2,262.5,108.2,806,260.2,323.3,446.2,334.5,108.2,167.3,8.49319431298648,5.379023064891399
BW,NO,High,216.9,115.8,260.3,108.3,805,259.6,322.5,441.1,332,107.8,165.7,8.90684958840163,3.817221252172099
BW,NO,High,217,116.4,257.7,108.4,803,258.9,321.3,433.5,328.1,107.4,163.9,9.602504865194424,4.660039125756047
BW,NO,High,217,117,254.4,108.4,803,258.2,319.8,422,326.1,107,163.2,8.463485864499924,7.335021082566715
BW,NO,High,217,117.6,251.8,108.5,803,257.5,318.3,409.7,326.5,106.6,163,9.300294602244428,4.227406637383812
BW,NO,High,217.1,118.2,250,108.5,804,256.9,316.8,399.1,327.7,106.1,162.7,7.602134993950779,6.33511249495895
BW,NO,High,217.1,118.7,248.7,108.5,804,256.2,315.5,390.3,328.5,105.6,162.3,8.017554472026129,3.9384478108199166
BW,NO,High,217,119.3,248.7,108.6,804,255.5,314.2,382.5,330.1,105.1,162.4,11.384536958061085,2.389347262802961
BW,NO,High,217,119.8,250.4,108.6,805,254.8,313,376.5,334,104.6,163,6.601328242686777,3.932706187132474
BW,NO,High,217,120.4,252.2,108.6,806,254.2,311.9,372.1,339.8,104.1,163.5,6.597448377045817,7.018562103240248
BW,NO,High,217,120.9,254.1,108.6,807,253.5,310.8,369.9,345.3,103.7,164.1,10.943610742734865,6.033016178687157
BW,NO,High,216.9,121.5,256.8,108.7,809,252.9,309.7,371.2,353.4,103.3,165.2,5.469698044257938,1.9634813492208032
BW,NO,High,216.9,122,260.3,108.7,810,252.3,308.9,375.1,364.7,103,166.7,8.272367476308029,6.449642439155388
BW,NO,High,216.8,122.5,265.5,108.7,807,251.7,308.5,379.8,381.5,102.8,168.8,8.971904861432868,1.682232161518725
BW,NO,High,216.8,123.1,271.3,108.7,801,251.2,308.4,385.5,404.7,102.4,171,8.270519445656742,6.448201601698352
BW,NO,High,216.7,123.6,276.4,108.7,796.3,250.7,308.3,391.6,425.7,102,172.8,5.467288669876141,4.9065411139914215
BW,NO,High,216.7,124.1,280.8,108.7,792.9,250.3,308.2,398.5,438.9,101.6,174.2,6.169336756692655,3.2248805773621423
BW,NO,High,216.6,124.6,284.8,108.8,790.5,249.9,308.2,405.3,447.7,101.3,175.3,11.641132882804763,5.890693747925238
BW,NO,High,216.6,125.1,287.9,108.8,789.3,249.5,307.8,413.7,454.8,101,176.1,7.717297479121915,19.784344446476336
BW,NO,High,216.6,125.7,290.8,108.8,792.5,249.2,307,425.1,467.3,100.9,176.8,6.036864962473346,40.432956027727855
BW,NO,Medium,216.5,127.3,303.5,108.7,806,248.4,304.7,457.1,493.9,100.1,178.2,-68.11597085345015,6.473831940617175
BW,NO,Medium,216.5,127.8,307,108.8,808,248.2,304.4,466.1,497.9,99.9,178.3,15.638521968458093,6.6217165091669274
BW,NO,Medium,216.5,128.2,308.9,108.8,806,248,304.7,473.4,494.7,99.8,178.1,18.90190222490382,1.6927076619316996
BW,NO,Medium,216.5,128.7,311.5,108.9,807,247.9,304.6,482.9,498,99.6,178.5,23.729977624507736,3.107497069875998
BW,NO,Medium,216.5,129.2,314.5,108.9,810,247.8,304.5,489.2,504,99.5,179.1,12.307061690477473,8.204707793651664
BW,NO,Medium,216.5,129.7,317.7,109,812,247.7,304.6,492,510.7,99.4,179.7,9.776678730521626,6.5177858203477514
BW,NO,Medium,216.5,130.2,320.5,109.1,813,247.6,304.8,494.2,517.7,99.3,180.1,7.52290385550976,6.387371198074344
BW,NO,Medium,216.5,130.7,322.7,109.1,813,247.5,305.1,497.7,523.5,99.3,180.4,9.954866537357795,5.119645647783979
BW,NO,Medium,216.5,131.1,325,109.2,812,247.5,305.5,499.7,528.9,99.3,180.9,11.68528739482432,5.842643697412185
BW,NO,Medium,216.6,131.6,327.3,109.3,811,247.5,306.1,500.5,534.5,99.3,181.4,12.853354754678225,5.28415695470105
BW,NO,Medium,216.6,132.1,329.2,109.4,809,247.6,306.7,503.1,538.7,99.2,181.7,11.594914410168855,4.437559835990538
BW,NO,Medium,216.7,132.5,330.4,109.5,806,247.6,307.4,503.9,538.8,99.2,181.6,6.170485513931475,6.600984503275549
BW,NO,Medium,216.7,133,330.4,109.5,802,247.7,308.1,501.2,534.6,99.1,181.1,11.078204307467896,12.373059356392714
BW,NO,Medium,216.8,133.4,329.4,109.6,798.2,247.8,308.8,497.7,526.5,99.2,180.4,8.223187053337961,4.039460306902873
BW,NO,Medium,216.9,133.8,327.7,109.7,793.9,247.9,309.3,495.2,516.1,99.3,179.5,9.548919016034388,3.9063759611049695
BW,NO,Medium,216.9,134.2,325.3,109.8,790.3,247.9,309.8,495.1,506.1,99.4,178.5,9.86783139177961,6.965528041256204
BW,NO,Medium,217,134.6,322.4,109.9,787,248,310.2,493.5,496,99.4,177.5,12.373455736481159,5.240522429568474
BW,NO,Medium,217.1,135.1,318.5,110,784.8,248.1,310.8,488.1,481.3,99.5,176,10.223161076890735,3.212993481308503
BW,NO,Medium,217.1,135.4,313.3,110.1,782.1,248.1,311.1,480.1,462.9,99.5,175.2,14.800567707609346,8.206255362634883
BW,NO,Medium,217.2,135.9,312.6,110.2,782,248.2,311.3,478.6,460.7,99.5,176.9,10.735030813026219,9.705644296708586
BW,NO,Medium,217.3,136.3,315.2,110.3,784,248.2,311.5,483.1,471.4,99.4,179.1,4.280102785385006,3.542154029284182
BW,NO,Medium,217.4,136.7,318.2,110.4,786.9,248.3,311.7,493.1,485,99.4,180.8,10.37005259604519,5.333169906537495
BW,NO,Medium,217.5,137.1,321,110.5,790.3,248.4,312,504.7,496.5,99.4,182.4,12.04603505082138,8.328122998098761
BW,NO,Medium,217.6,137.5,323.6,110.6,794.4,248.5,312.3,514.6,505.3,99.3,183.7,10.152945894911992,4.4792408359905975
BW,NO,Medium,217.7,137.9,325.4,110.7,799.7,248.6,312.6,520.2,511.4,99.3,184.6,8.245482463240823,7.196057422464669
BW,NO,Medium,217.9,138.3,326.4,110.8,807,248.8,312.9,524.2,515.8,99.3,185.3,10.688735116709108,5.720731470914711
BW,NO,Medium,218,138.7,327.1,110.9,813,249,313.2,532.4,519.8,99.4,185.9,11.641681686469415,8.617868261412474
BW,NO,Medium,218.1,139.1,327.3,111,820,249.2,313.6,538.3,523.8,99.4,186.6,15.185267773958202,11.237098152729102
BW,NO,Medium,218.3,139.5,327.5,111.1,827,249.5,314,540.2,526.6,99.4,187,5.03352428001696,-2.135434543037518
BW,NO,Medium,218.5,139.9,327.3,111.2,831,249.8,314.4,540.5,525.8,99.5,187.1,14.24994047376091,5.05643049068933
BW,NO,Medium,218.7,140.3,326.7,111.3,835,250,314.8,539.1,523.8,99.5,187,12.776557671834293,8.158524778400174
BW,NO,Medium,218.8,140.6,326.5,111.4,838,250.3,315.2,539.2,521.5,99.7,187,8.660856692676582,6.650300674733856
BW,NO,Medium,219,141,327.2,111.5,840,250.6,315.7,545,520.8,99.7,187.1,11.343880686967136,7.303594414896593
BW,NO,Medium,219.2,141.4,328.2,111.6,840,250.9,316.1,549.7,519.9,99.9,187.1,12.179394373794397,4.996674614890006
BW,NO,Medium,219.4,141.7,329.1,111.7,841,251.2,316.6,550,520.1,99.9,187.2,8.943797044493982,5.962531362996025
BW,NO,Medium,219.6,142.1,330,111.8,843,251.5,317.2,551.3,521.1,100.1,187.4,16.556683062341595,7.095721312432121
BW,NO,Medium,219.8,142.5,331.2,111.9,844,251.8,317.8,551.9,522.2,100.2,187.5,13.46970538530812,4.9124807875829894
BW,NO,Medium,220,142.8,332.3,112,844,252.1,318.4,554,524.2,100.3,187.4,12.740885724116465,9.874186436190257
BW,NO,Medium,220.2,143.2,333,112.2,844,252.5,319.1,560.2,526.8,100.4,187.4,10.404132488969674,4.961970879354815
BW,NO,Medium,220.4,143.5,332.6,112.3,843,252.8,319.7,566.5,525.9,100.6,186.9,15.44386870954736,8.204555251946994
BW,NO,Medium,220.7,143.8,331.5,112.4,842,253.1,320.4,568.4,522.7,100.8,186.2,8.56958041743288,6.790988255324182
BW,NO,Medium,220.9,144.2,329.8,112.5,843,253.4,320.9,568.1,519.3,100.9,185.6,13.651024194451104,7.963097446763026
BW,NO,Medium,221.1,144.5,327.8,112.6,845,253.7,321.5,568,514.9,101.1,185.1,11.76037288917868,4.900155370491194
BW,NO,Medium,221.3,144.8,325.7,112.7,848,254,322,567.8,508.9,101.2,184.5,11.327593154438539,7.0592247194327316
BW,NO,Medium,221.6,145.1,322.9,112.9,848,254.3,322.5,566.8,498.2,101.3,183.3,12.53996507914303,6.59998162060159
BW,NO,Medium,221.8,145.5,319.3,113,846,254.5,322.8,560.5,483,101.4,181.7,15.256534292189958,7.462435251614687
BW,NO,Medium,222,145.8,315.3,113.1,847,254.7,323.1,547.7,468.2,101.4,179.8,15.999731424504699,4.999916070157666
BW,NO,Medium,222.2,146.1,311.2,113.2,849,254.9,323.2,531.5,454.3,101.5,178,10.384642739900153,9.54717155119857
BW,NO,Medium,222.4,146.4,307.2,113.4,848,255.1,323.3,514.7,441.6,101.6,176.2,10.604270977194846,6.901192223253705
BW,NO,Medium,222.6,146.7,302.8,113.5,845,255.2,323.4,497.1,427.5,101.7,173.9,17.083664457861445,5.4126461648670094
BW,NO,Medium,222.8,146.9,299,113.6,839,255.3,323.3,479.9,424.1,101.8,173.3,5.438824930905897,5.438824930905897
BW,NO,Medium,223,147.2,296.9,113.7,835,255.3,323,469.2,430.9,101.8,173.8,11.612684309902475,8.880288001690186
BW,NO,Medium,223.1,147.6,296.5,113.9,833,255.3,322.7,464,441.3,101.8,174.9,15.95679275549689,6.69155825230516
BW,NO,Medium,223.3,147.9,297.9,114,831,255.3,322.5,467.7,451.3,101.7,176.3,9.825260150566216,5.688308508222514
BW,NO,Medium,223.5,148.2,299.9,114.1,829,255.4,322.3,476.8,457.6,101.7,177.2,9.696806172265427,6.926290123046681
BW,NO,Medium,223.7,148.5,302.3,114.2,827,255.4,322.2,484.1,462.9,101.7,178,12.175101366391894,8.000780897914655
BW,NO,Medium,223.8,148.8,306.1,114.3,825,255.5,322.2,489.2,468.8,101.6,178.7,14.499279010474398,4.89132303967814
BW,NO,Medium,224,149.1,309.5,114.4,825,255.5,322.1,491.2,472.2,101.5,178.8,14.736655474305712,5.78940036490581
BW,NO,Medium,224.2,149.3,312.1,114.5,824,255.6,322,492.7,471.8,101.5,178.7,10.217727053818287,7.751379144275955
BW,NO,Medium,224.3,149.6,313.9,114.6,823,255.7,321.9,495.5,472.7,101.4,178.9,7.7828536802078325,8.31350279476748
BW,NO,Medium,224.5,149.9,315.1,114.7,823,255.8,321.9,500.3,471.9,101.4,178.8,11.187624491336187,8.879067056616085
BW,NO,Medium,224.7,150.2,315.8,114.8,823,255.9,321.8,507.1,469.2,101.4,178.5,12.656576561643051,5.169587609685168
BW,NO,Medium,224.9,150.4,316.5,114.9,822,255.9,321.7,512.8,466.8,101.3,178.2,13.955995483983235,8.588304913220384
BW,NO,Medium,225,150.7,317.1,115,820,256,321.7,517.8,465.7,101.3,178,12.569522718842258,7.3621490210362905
BW,NO,Medium,225.2,150.9,317.6,115.1,819,256.1,321.6,523.7,463.7,101.3,177.7,10.450765640096247,3.063155446235071
BW,NO,Medium,225.3,151.2,317.8,115.2,817,256.2,321.6,529.4,461.6,101.2,177.3,12.83575601057747,4.700417694014291
BW,NO,Medium,225.5,151.4,317.5,115.3,817,256.3,321.6,535.6,460.7,101.2,177,12.151320130773396,6.8917935070057075
BW,NO,Medium,225.7,151.7,317.5,115.4,819,256.4,321.6,538.8,460.3,101.2,176.7,7.458641729695343,5.639460820013641
BW,NO,Medium,225.8,151.9,317.6,115.5,819,256.4,321.6,538.8,459.7,101.2,176.6,16.23805745404765,8.940054103913905
BW,NO,Medium,226,152.2,318,115.6,817,256.5,321.6,541.1,460.7,101.1,176.5,13.538930171911238,6.586506570119015
BW,NO,Medium,226.1,152.4,318.3,115.7,814,256.6,321.7,545.8,461.4,101.1,176.4,9.172150662713781,7.337720530171
BW,NO,Medium,226.3,152.6,319,115.8,811,256.7,321.8,550.4,461.2,101,176.4,13.608842590995101,6.988324573754204
BW,NO,Medium,226.4,152.9,320.2,115.9,809,256.7,322,556.7,461.4,101,176.5,16.2218398706142,5.898850862041564
BW,NO,Medium,226.6,153.1,322.2,116,805,256.8,322.3,564,463.7,101,177,6.281510246588145,6.096759945217814
BW,NO,Medium,226.7,153.3,326.6,116.1,802,256.9,322.8,569.6,467.7,100.9,177.8,10.737936936509604,5.368968468254802
BW,NO,Medium,226.9,153.6,330.4,116.2,798.3,257,323.5,570.9,469.3,100.9,178,12.613912958711524,6.492455199336911
BW,NO,Medium,227,153.8,330.1,116.3,794.4,257.1,324.1,566.7,466.6,100.9,177.4,13.194356393287466,8.548456254805883
BW,NO,Medium,227.2,154,327.3,116.4,789.8,257.2,324.4,560.2,460.1,100.8,176.3,15.636503027582282,7.073656131525204
BW,NO,Medium,227.4,154.2,323.6,116.5,785.2,257.3,324.7,551.2,451.9,100.8,175.3,8.203247901755581,5.593123569378912
BW,NO,Medium,227.5,154.5,320,116.7,780.9,257.4,324.9,541.5,443.4,100.7,174.3,11.762232432220108,9.148403002837965
BW,NO,Medium,227.6,154.7,316.5,116.8,776.6,257.5,325,536.6,434.5,100.7,173.4,10.28187225777516,6.169123354665096
BW,NO,Medium,227.7,154.9,314.1,116.9,773.3,257.5,326.3,529,428.6,100.7,173.8,17.593127982734217,5.2405062076229125
BW,NO,Medium,227.8,155.1,315.6,117,773.1,257.5,327.8,527.4,436.4,100.6,175.1,11.428713646095261,6.744814610810312
BW,NO,Medium,228,155.3,319,117.1,780.8,257.5,328.1,539.1,455.9,100.6,176.7,11.439250972888946,6.563504656575657
BW,NO,Medium,228.1,155.5,322.7,117.2,790.8,257.6,328.2,554.4,476.6,100.5,178.5,11.260782367005847,4.879672359035876
BW,NO,Medium,228.2,155.7,326.3,117.4,799.9,257.6,328.4,566.2,499,100.4,180.5,9.202667830301957,6.197715069387065
BW,NO,Medium,228.4,155.9,329.1,117.5,807,257.7,328.8,573.3,519.1,100.3,182.4,15.785183044426123,6.201321910310205
BW,NO,Medium,228.5,156.1,330.4,117.6,811,257.9,329.1,577.3,531,100.2,182.9,12.59655267753713,23.501031114808022
BW,NO,Low,229,156.9,327.9,117.5,806,258.4,329.6,582.5,517,100.2,180.8,-144.1335798778707,24.837640396708792
BW,NO,Low,229.1,157.2,325.8,117.5,803,258.6,329.7,583.9,512.4,100.2,179.9,21.82896267461676,-0.5645421381366618
BW,NO,Low,229.3,157.5,324.7,117.6,803,258.7,329.8,581.5,503.9,100.2,179.2,34.62532968428929,5.080890768890269
BW,NO,Low,229.4,157.7,323.7,117.6,805,258.9,329.9,577.9,494.4,100.1,178.5,23.520745679168577,8.843800375367362
BW,NO,Low,229.6,157.9,322.4,117.7,807,259,329.9,573.2,487.3,100.1,178,23.70512769044461,9.594932636608553
BW,NO,Low,229.7,158.2,321.2,117.8,808,259.2,329.9,569.8,482.6,100.2,177.5,32.7279709506538,12.414057946799732
BW,NO,Low,229.8,158.4,319.8,117.9,807,259.3,329.9,567.4,478.6,100.2,177.1,26.70086500908861,9.401713031369216
BW,NO,Low,230,158.7,318.2,118,806,259.4,329.9,563.4,474.9,100.2,176.7,22.555689872934128,8.646347784624771
BW,NO,Low,230.1,158.9,316.5,118.1,804,259.5,329.8,557.4,471.3,100.2,176.3,26.303475549197913,8.078924632967933
BW,NO,Low,230.2,159.1,314.8,118.1,801,259.6,329.7,551.1,467.6,100.2,175.8,17.46434172957704,11.83068310713277
BW,NO,Low,230.3,159.4,313.2,118.2,797.6,259.6,329.5,544.7,464.4,100.2,175.5,22.33448240741029,7.69507377062037
BW,NO,Low,230.5,159.6,311.9,118.3,794,259.7,329.4,540.9,462.9,100.1,175.2,25.88479144401657,13.317537626994028
BW,NO,Low,230.6,159.8,310.8,118.4,790,259.7,329.2,540,462.8,100,175.2,17.620107151052704,14.246044079574524
BW,NO,Low,230.7,160.1,310,118.4,785.4,259.8,329.1,542.4,464.2,99.9,175.3,24.725757064607286,5.244857559159142
BW,NO,Low,230.8,160.3,309.8,118.5,780.5,259.8,328.9,547,470,99.8,175.8,26.766273376030224,6.364009054440752
BW,NO,Low,230.9,160.5,309.7,118.6,775.5,259.8,328.8,554.3,477.2,99.7,176,17.019704294218755,12.530991073765438
BW,NO,Low,231,160.8,309.2,118.6,770.4,259.9,328.7,558.5,480.9,99.6,175.5,16.258198300936947,6.9144061739616625
BW,NO,Low,231.1,161,307.7,118.7,765.2,259.9,328.5,555.4,477.2,99.5,174.2,19.97857429790283,8.588919791621793
BW,NO,Low,231.2,161.1,305.2,118.7,760.1,259.9,328.2,548.2,467.9,99.5,172.4,17.72221626991372,12.498826211412922
BW,NO,Low,231.2,161.3,302.5,118.8,756.3,259.9,327.9,538.3,457.5,99.4,170.8,27.211235192474494,3.913944787958607
BW,NO,Low,231.3,161.5,299.7,118.8,755.4,259.9,328,525.2,445,99.3,169.8,15.082374024211786,5.58606445341177
BW,NO,Low,231.4,161.7,297.6,118.9,758.5,259.8,328.1,521.9,437.5,99.3,168.9,16.741940790345048,11.71935855324153
BW,NO,Low,231.4,161.8,295.5,118.9,763.7,259.7,327.7,530.7,435.1,99.2,167.7,23.601298156282525,6.504294767479446
BW,NO,Low,231.5,162,293.6,119,768.1,259.6,327.1,537.1,432.3,99.2,166.5,17.265341905263668,7.425953507640262
BW,NO,Low,231.5,162.2,292.7,119,770.9,259.5,326.6,536.4,431,99.1,165.7,18.916663007120064,11.869278749565588
BW,NO,Low,231.5,162.4,292.9,119,772.5,259.3,326.1,532.9,431.9,99,165.2,12.41264023334644,7.22526819553001
BW,NO,Low,231.6,162.5,293.8,119,773.5,259.2,325.6,530.3,433.7,98.9,164.9,18.876793876080445,6.292264625360127
BW,NO,Low,231.6,162.7,294.8,119.1,774.2,259,325.1,530.7,439.1,98.8,165,13.865083018148495,10.167727546642242
BW,NO,Low,231.6,162.8,295.9,119.1,774.8,258.9,324.5,530.8,450.1,98.7,165.2,26.038062407006773,8.125352807860247
BW,NO,Low,231.6,163,296.8,119.1,775.4,258.7,324,530.5,462.9,98.5,165.5,14.757193898091437,7.0096671015934415
BW,NO,Low,231.7,163.1,297.5,119.1,775.8,258.5,323.5,529.1,470.4,98.4,165.6,10.318644972846316,5.712107038540017
BW,NO,Low,231.7,163.3,297.9,119.1,776,258.4,322.9,523.9,475,98.2,165.9,16.19703208970975,10.123145056068514
BW,NO,Low,231.7,163.5,298.5,119.1,775.9,258.2,322.4,518.6,476.5,98.1,165.9,22.797673638113373,6.802531650082158
BW,NO,Low,231.7,163.6,298.8,119.1,775.3,258.1,321.8,517.1,477.6,97.9,166.2,17.262805928764045,3.6729374316519863
BW,NO,Low,231.7,163.8,298.8,119.2,774.5,258,321.3,514.4,479.3,97.8,166.5,10.639604526184419,6.970775379224342
BW,NO,Low,231.7,163.9,298.1,119.2,773.4,257.8,320.7,512.4,479.5,97.7,166.5,13.559482014455956,9.161812171929675
BW,NO,Low,231.6,164.1,297.3,119.2,772.2,257.7,320.1,508,476.8,97.6,166.4,20.865592172525073,7.870354942268219
BW,NO,Low,231.6,164.2,296.2,119.2,770.8,257.5,319.5,501.6,471.6,97.4,166.3,22.122132462173706,10.05551475553344
BW,NO,Low,231.6,164.4,295.3,119.2,769.5,257.4,318.8,496.4,466.4,97.3,166.1,4.017741705871928,5.843987935813749
BW,NO,Low,231.6,164.5,294.6,119.2,768.5,257.2,318.2,493.3,465.1,97.1,166,13.681728702674311,7.6617680734976465
BW,NO,Low,231.6,164.7,294.1,119.2,767.5,257.1,317.6,490.7,468.1,97,165.9,24.60012125467617,8.382263538630406
BW,NO,Low,231.5,164.8,294.1,119.2,766.7,256.9,317,487.6,476.5,96.9,165.9,18.202514480455307,6.5529052129639
BW,NO,Low,231.5,164.9,294.2,119.2,766,256.8,316.5,485.2,484.9,96.8,166,9.636960366716272,7.636836517020558
BW,NO,Low,231.4,165,293.9,119.2,765.3,256.6,315.9,483.3,491.1,96.7,166.3,15.075816022935276,5.993999141648894
BW,NO,Low,231.4,165.2,292.7,119.2,763.2,256.5,315.3,480.3,498.6,96.6,166.7,14.878586402958083,7.983631728416489
BW,NO,Low,231.3,165.3,291.2,119.2,760.4,256.3,314.8,478.6,504,96.5,167.1,17.03837495069343,7.431631627430198
BW,NO,Low,231.3,165.5,289.8,119.2,757.6,256.2,314.2,476.5,505.6,96.5,167.5,9.415957242466506,5.0701308228665125
BW,NO,Low,231.2,165.6,288.7,119.2,754.9,256,313.7,476.1,504.3,96.4,168,10.130228303668046,9.22574363369774
BW,NO,Low,231.2,165.7,287.9,119.2,752.4,255.9,313.1,476.8,497.8,96.3,168.3,17.16860914182183,6.144554850757202
BW,NO,Low,231.1,165.9,287.3,119.2,749.8,255.7,312.6,477.7,489.6,96.3,168.5,24.013457457444446,5.7776739747234895
BW,NO,Low,231.1,166,286.6,119.2,747.1,255.6,312.1,478.7,481.4,96.2,168.2,5.952793692233932,9.199772069816088
BW,NO,Low,231,166.1,285.5,119.2,744.8,255.5,311.5,477.3,471.1,96.2,167.3,9.552124648238177,8.11029451265509
