Wood,Oven,Phase,IO_02L_Avg,UO_02_Avg,AO_02_Avg,IO_04R_Avg,FB_01_Avg,IO_01T_Avg,SA_01_Avg,P_01_Avg,AO_01_Avg,Roofline,Chimney,T_eff_Pot_1(%),T_eff_Pot_2(%)
M,O,Low,229.1,249.2,183.6,181.8,661.7,216.9,240.5,252.7,253.6,71.26,116.6,-2.3930636850319766,2.734929925750822
M,O,Low,228.7,248.9,183.4,181.4,660.5,216.5,239.8,248.1,252,71.12,116.4,3.4350324714792344,4.637293836496975
M,O,Low,228.2,248.6,183.1,181.1,659.4,216.2,239.1,244.1,250.9,70.96,116.2,7.260625223199378,5.531904931961415
M,O,Low,227.8,248.4,182.7,180.7,658.5,215.8,238.5,241.4,251,70.81,116.1,5.925800962640161,3.83434179935538
M,O,Low,227.4,248.3,182.3,180.4,657.3,215.5,237.9,239.3,252.5,70.64,116.1,9.855731704801755,3.167913762257709
M,O,Low,226.9,248.4,182,180,656.2,215.1,237.4,237.6,255,70.47,116.2,14.239086593742897,3.2037944835921435
M,O,Low,226.5,248.5,181.7,179.7,655,214.8,236.9,236.2,257.7,70.3,116.2,-0.7210593030058084,3.064502037774782
M,O,Low,226.1,248.5,181.2,179.3,653.8,214.4,236.3,235.3,260.1,70.14,116.2,7.130019202864367,3.473599098831376
M,O,Low,225.6,248.3,180.6,179,652.9,214.1,235.8,234.5,261.8,69.99,116.2,9.282736005999638,3.898749122519798
M,O,Low,225.2,247.9,179.8,178.6,653,213.7,235.5,234.5,261.7,69.82,116.4,0.1887640212331954,4.1528084671311705
M,O,Low,224.8,247,179,178.3,655.8,213.4,235.2,234.8,259.1,69.63,116.6,3.4586520886912964,3.4586520886912964
M,O,Low,224.4,246.8,178.2,178,659.2,213,234.8,236.8,261.5,69.48,116.8,13.902042607589326,3.916068340165989
M,O,Low,223.9,247.1,177.5,177.6,663.2,212.6,234.4,241.7,268.1,69.35,117.2,9.187638239508807,4.394087853678094
M,O,Low,223.6,247.9,177.2,177.3,667,212.3,234.1,245.1,275.5,69.24,117.7,4.894322718844845,2.4471613594224584
M,O,Low,223.2,248.9,177.4,177,670.2,212,233.9,247.5,281.9,69.12,118.1,7.710776758834104,5.209984296509566
M,O,Low,222.8,250,177.7,176.7,672.8,211.7,233.6,250.4,287.3,69.01,118.4,15.34598037270936,4.902188174615459
M,O,Low,222.5,251,178.2,176.4,674.8,211.4,233.3,253.4,290.9,68.91,118.6,3.272213513650986,5.017394054264901
M,O,Low,222.2,251.8,178.8,176.1,676.3,211.1,233.1,256.5,292.5,68.83,118.7,11.394730459960309,4.2450956615538065
M,O,Low,221.9,252.7,179.4,175.8,677.2,210.8,232.9,259.6,293.8,68.74,118.9,7.327173783027027,3.6635868915135137
M,O,Low,221.6,253.6,180,175.5,677.8,210.5,232.7,262.8,295.9,68.61,119,11.974392246027774,3.2870880675370624
M,O,Low,221.3,254.5,180.4,175.3,678.1,210.2,232.7,265.5,298.4,68.5,119.2,3.131438507788425,5.540237359933268
M,O,Low,221,255.3,180.6,175,678.1,209.9,232.7,269.8,303.4,68.4,119.6,12.361916749051737,5.192005034601751
M,O,Low,220.8,256.1,180.4,174.8,678,209.7,232.7,275.3,310,68.32,120,14.216612303168185,4.569625383161176
M,O,Low,220.6,256.8,180.2,174.6,677.6,209.5,232.8,278.4,315.1,68.25,120.2,2.8684707193596144,5.736941438719229
M,O,Low,220.4,257.3,179.9,174.4,677.2,209.2,233,279.4,318.2,68.19,120.4,10.717820293912855,7.502474205739057
M,O,Low,220.2,257.8,179.5,174.2,676.6,209,233.1,280.5,321.1,68.12,120.6,10.74043921542983,4.6817299144180735
M,O,Low,220,258.2,179.2,174,676,208.8,233.3,281.1,324.6,68.05,120.8,21.800465364281248,6.228704389794743
M,O,Low,219.8,258.5,178.8,173.8,675.3,208.6,233.5,281.9,326.7,67.99,120.8,10.771761305110653,2.911286839218998
M,O,Low,219.7,258.7,178.4,173.7,674.6,208.4,233.6,281.9,326.4,67.94,120.8,9.28187868950602,11.078371339088031
M,O,Low,219.6,258.5,178,173.5,674,208.3,233.8,280.8,323.9,67.88,120.6,10.779500630047114,1.8479143937223153
M,O,Low,219.5,258.2,177.5,173.4,673.3,208.1,234,279.4,320.7,67.82,120.5,11.723164630647322,7.287372608240152
M,O,Low,219.4,257.9,177.1,173.2,672.5,208,234.1,278.6,318.7,67.75,120.2,8.475687466213742,5.867783630455703
M,O,Low,219.3,257.7,176.8,173.1,671.8,207.9,234.2,278.5,318.1,67.69,120.1,17.10671313879518,5.702237712931805
M,O,Low,219.2,257.6,176.7,173,671.1,207.8,234.4,278.5,318.5,67.65,120,6.903170082939483,8.974121107821132
M,O,Low,219.2,257.6,176.9,172.8,670.3,207.7,234.6,278.2,319.4,67.6,119.8,23.087286359057288,3.551890209085795
M,O,Low,219.1,257.5,177.2,172.7,669.6,207.6,234.8,277.9,319.1,67.54,119.6,12.79319303907812,8.041435624563317
M,O,Low,219,257.4,177.7,172.5,668.9,207.5,235,277.6,317.6,67.48,119.4,6.018446897137939,7.523058621422692
M,O,Low,218.9,257.1,178,172.4,668.1,207.4,235.1,276.5,314.4,67.42,119,27.096294219601226,8.515978183303163
M,O,Low,218.9,256.7,178.3,172.3,667.3,207.3,235.3,274.6,309.9,67.36,118.6,13.54327135971526,6.77163567985763
M,O,Low,218.8,256.2,178.6,172.1,666.6,207.2,235.4,271.9,304.8,67.31,118.2,11.476570477612617,6.148162755863963
M,O,Low,218.7,255.7,178.8,172,665.8,207.1,235.5,268.9,300,67.27,117.7,12.230071513651668,6.747625662704395
M,O,Low,218.6,255.3,179.1,171.9,665,206.9,235.6,266.4,296.3,67.24,117.2,18.22279615869534,7.809769782297958
M,O,Low,218.4,254.9,179.5,171.7,664.1,206.8,235.6,264.8,292.9,67.2,116.8,18.299193443297924,10.265401199898763
M,O,Low,218.3,254.5,179.8,171.6,663.2,206.7,235.6,263.8,289.6,67.16,116.4,12.8536166072315,7.8039815115334905
M,O,Low,218.2,254,180,171.4,662.3,206.5,235.7,262.1,286.1,67.12,116,16.994738511200683,9.9135974648669265
M,O,Low,218,253.4,180.1,171.3,661.3,206.4,235.7,260.1,282.5,67.06,115.5,20.870774202294275,10.678070522103999
M,O,Low,217.9,252.8,180.2,171.1,660.3,206.2,235.6,258,279.2,67,115,15.965371744672174,10.477275207441147
M,O,Low,217.7,252.1,180.3,170.9,659.2,206.1,235.6,256,275.6,66.93,114.5,24.09758646189531,7.178004478011417
M,O,Low,217.6,251.3,180.3,170.8,658.1,205.9,235.6,253.8,271.9,66.85,114,32.657884870954625,4.213920628510201
M,O,Low,217.4,250.5,180.2,170.6,657,205.8,235.5,251.7,268.2,66.76,113.6,11.36047126047275,15.147295013963666
M,O,Low,217.3,249.7,180,170.4,656.1,205.6,235.4,249.6,264.4,66.69,113.1,5.55396886200126,6.1093657482012675
M,O,Low,217.1,248.8,179.7,170.3,655.1,205.5,235.3,247.7,260.5,66.61,112.7,23.3692573299729,10.259673949744268
M,O,Low,216.9,247.9,179.5,170.1,654.1,205.3,235.2,245.7,256.6,66.51,112.2,25.726936556276453,10.524655863931352
M,O,Low,216.7,247,179.3,169.9,653.1,205.2,235,243.8,252.8,66.42,111.7,7.7939114041876065,10.791569636567816
M,O,Low,216.4,246,179.1,169.7,652,205,234.8,241.9,249.1,66.3,111.2,19.661973243062068,7.987676629993677
M,O,Low,216.2,245.1,178.8,169.6,650.9,204.9,234.6,240.1,245.8,66.2,110.8,27.692967098854986,13.217097933544547
M,O,Low,215.9,244.2,178.5,169.4,649.9,204.8,234.4,238.6,242.9,66.12,110.4,25.773783842468518,5.799101364555552
M,O,Low,215.7,243.3,178.2,169.2,648.9,204.6,234.1,237.1,240.2,66.03,110,19.11908228846142,9.889180494031704
M,O,Low,215.4,242.4,177.9,169,648,204.5,233.8,235.6,237.6,65.94,109.6,11.460591327829462,14.831353483073197
M,O,Low,215.2,241.7,177.6,168.7,647,204.4,233.4,233.8,235.7,65.86,109.4,13.778602832298137,12.400742549068564
M,O,Low,214.9,240.9,177.3,168.5,645.8,204.2,233,232.2,234.2,65.77,109,23.21802401769189,11.960800251538426
M,O,Low,214.6,240.1,176.9,168.3,644.8,204,232.6,231.9,232.2,65.7,108.7,22.977820231088273,12.92502387998712
M,O,Low,214.3,239.4,176.5,168.1,643.8,203.9,232.2,233.1,230.5,65.62,108.5,21.23780126101887,5.1263658216252805
M,O,Low,214.1,238.7,176.2,167.9,642.9,203.7,231.8,235.2,229.1,65.54,108.2,27.616358396164703,9.703044841895778
M,O,Low,213.8,238,175.9,167.6,642.1,203.5,231.3,237.5,228,65.46,107.9,19.76461555549718,14.443372905940185
M,O,Low,213.5,237.3,175.6,167.4,641.2,203.3,230.8,239.4,226.6,65.41,107.6,20.88933681371752,15.473582824975429
M,O,Low,213.2,236.7,175.2,167.1,640.4,203,230.3,241.5,225.4,65.37,107.3,16.524237644612462,10.229289970474541
M,O,Low,212.8,236,174.8,166.9,639.5,202.8,229.8,243.2,224,65.32,107,19.993099917210532,11.995859950326206
M,O,Low,212.5,235.3,174.4,166.6,638.6,202.5,229.3,244.9,222.7,65.26,106.8,25.991278185339077,11.371184206086136
M,O,Low,212.2,234.6,174,166.4,637.7,202.3,228.7,246.4,221.4,65.19,106.5,18.960366717538918,9.068001473605367
M,O,Low,211.9,233.9,173.6,166.1,636.8,202,228.2,247.6,220.2,65.12,106.3,30.1003658711947,20.06691058079667
M,O,Low,211.5,233.2,173.2,165.9,636,201.7,227.6,248.8,219,65.04,106,21.187288833094385,11.017390193209296
M,O,Low,211.2,232.6,172.8,165.6,635.2,201.4,227,250,218,64.97,105.8,14.593980189285864,14.593980189285253
M,O,Low,210.8,231.9,172.3,165.3,634.2,201.1,226.5,251.1,216.9,64.88,105.6,7.821474968643051,6.083369420055981
M,O,Low,210.4,231.2,171.9,165.1,633.3,200.7,225.9,251.9,215.7,64.8,105.3,24.618786843236123,7.0339390980679095
M,O,Low,210.1,230.6,171.4,164.8,632.5,200.4,225.3,252.4,214.6,64.7,105.1,36.45070987222038,17.7808340840094
M,O,Low,209.7,230,171,164.5,631.6,200.1,224.7,253.1,214,64.6,104.9,20.664501255113336,18.86758810249512
M,O,Low,209.3,229.4,170.6,164.2,630.8,199.7,224.1,253.4,213.5,64.49,104.7,24.502364766349906,10.889939896155154
M,O,Low,208.9,228.8,170.2,163.9,630,199.4,223.5,253.3,212.8,64.37,104.5,21.988003022226152,6.413167548149458
M,O,Low,208.5,228.3,169.9,163.6,629.4,199.1,222.9,253.2,212.1,64.23,104.3,28.65898532910637,6.471383783991739
M,O,Low,208.2,227.7,169.5,163.3,628.9,198.7,222.3,252.5,211.5,64.09,104.1,19.58160803143011,12.121947828980732
M,O,Low,207.8,227.1,169,163,628.3,198.4,221.7,251.8,210.7,63.94,103.9,26.322882200503518,19.74216165037764
M,O,Low,207.4,226.5,168.6,162.7,627.7,198,221.1,251.3,210,63.8,103.7,22.738420597550654,12.316644490340442
M,O,Low,207,225.9,168.2,162.4,627,197.6,220.5,250.7,209.3,63.64,103.5,22.90719459883253,12.40806374103375
M,O,Low,206.6,225.3,167.9,162.1,626.3,197.3,219.9,249.7,208.4,63.49,103.2,29.79767217104635,4.806076156620754
M,O,Low,206.2,224.7,167.5,161.8,625.5,196.9,219.3,248.7,207.5,63.38,103,20.321623159997895,18.386230478093037
M,O,Low,205.8,224.1,167.1,161.5,624.6,196.6,218.7,247.6,206.6,63.27,102.8,26.295992607461553,14.608884781923162
M,O,Low,205.4,223.5,166.7,161.2,623.6,196.2,218.1,246.4,205.7,63.16,102.5,6.859433295063135,19.598380843037727
M,O,Low,204.9,222.8,166.3,160.9,622.7,195.8,217.5,245.4,204.8,63.07,102.4,20.699538402967114,12.813999963741047
M,O,Low,204.5,222.2,165.9,160.6,621.7,195.5,216.9,244.1,203.8,62.98,102.1,29.73783289130516,9.91261096376839
M,O,Low,204.1,221.6,165.5,160.3,620.7,195.1,216.3,242.5,202.7,62.89,101.9,31.892508881478392,2.989922707638776
M,O,Low,203.7,220.9,165,160,619.8,194.7,215.7,240.6,201.3,62.8,101.6,25.046175671850296,14.025858376236226
M,O,Low,203.3,220.2,164.7,159.7,618.8,194.3,215.1,238.7,199.9,62.69,101.2,27.186154053105376,13.089629729273064
M,O,Low,202.9,219.4,164.2,159.4,617.9,193.9,214.5,236.5,198.4,62.61,100.9,23.27136712319275,13.153381417456488
M,O,Low,202.4,218.7,163.8,159.1,616.9,193.5,213.9,234.2,196.9,62.55,100.6,15.248606827704455,15.248606827703734
M,O,Low,202,218,163.3,158.7,615.9,193.1,213.3,231.7,195.2,62.47,100.2,15.318524810345293,17.360994785058338
M,O,Low,201.6,217.2,162.8,158.4,615,192.7,212.7,229.2,193.7,62.39,99.9,21.541733921111376,7.180577973703793
M,O,Low,201.1,216.4,162.3,158,613.9,192.3,212.1,226.8,192.2,62.3,99.6,36.0595922664474,17.514659100845982
M,O,Low,200.7,215.6,161.8,157.7,612.9,191.9,211.5,224.6,190.7,62.23,99.3,17.58958271712214,5.173406681506384
M,O,Low,200.3,214.9,161.3,157.4,611.8,191.5,211,222.5,189.3,62.14,99,16.624535401959577,10.390334626224643
M,O,Low,199.8,214.2,160.8,157,610.7,191.1,210.4,220.7,188.1,62.04,98.7,20.866907152395182,14.606835006676999
M,O,Low,199.4,213.5,160.3,156.7,609.7,190.7,209.8,219.1,187,61.94,98.4,15.71448133498021,12.571585067983424
M,O,Low,198.9,212.8,159.8,156.3,608.5,190.2,209.2,217.6,185.9,61.83,98.1,12.622906879205114,13.6748157858061
M,O,Low,198.5,212.1,159.3,156,607.4,189.8,208.6,216.2,185,61.71,97.9,29.5733553834017,4.224765054771564
M,O,Low,198.1,211.4,158.8,155.6,606.4,189.3,208,214.7,184,61.57,97.6,21.20989661256654,18.02841212068212
M,O,Low,197.6,210.8,158.4,155.3,605.3,188.9,207.4,213.1,183.1,61.43,97.4,18.10220351025806,9.58351950543025
M,O,Low,197.2,210.1,157.9,154.9,604.3,188.4,206.8,211.6,182.2,61.3,97.1,19.246128975635337,11.761523262888222
M,O,Low,196.8,209.5,157.5,154.6,603.2,188,206.2,210,181.5,61.18,96.9,16.105392243750032,8.589542530000676
M,O,Low,196.3,208.8,157,154.3,602.1,187.5,205.7,208.5,180.7,61.07,96.6,30.1907845529588,12.938907665553442
M,O,Low,195.9,208.2,156.6,153.9,601,187.1,205.1,207.1,179.9,60.95,96.4,24.90657451684829,3.248683632632453
M,O,Low,195.4,207.6,156.2,153.6,599.9,186.6,204.5,205.8,179.2,60.82,96.2,20.66566088767309,6.525998175054987
M,O,Low,195,207,155.8,153.2,598.7,186.2,203.9,204.4,178.5,60.68,96,21.85149394366458,12.018321669015286
M,O,Low,194.5,206.4,155.3,152.9,597.6,185.7,203.3,203,177.9,60.54,95.8,13.17163864673073,27.440913847356267
M,O,Low,194.1,205.8,154.9,152.5,596.5,185.2,202.7,201.8,177.3,60.4,95.6,27.57172415958583,8.82295173106728
M,O,Low,193.6,205.2,154.4,152.2,595.3,184.8,202.1,200.7,176.7,60.27,95.4,23.274068035452327,12.19117849476063
M,O,Low,193.2,204.6,153.9,151.8,594.2,184.3,201.5,199.6,176.1,60.12,95.2,13.36696174869481,16.70870218586871
M,O,Low,192.7,204.1,153.4,151.5,593,183.8,200.9,198.5,175.5,59.98,94.9,19.035909860963905,8.958075228688617
M,O,Low,192.2,203.5,153,151.1,591.9,183.4,200.3,197.5,174.9,59.85,94.8,10.132591040143993,3.3775303467149307
M,O,Low,191.8,202.9,152.6,150.8,590.8,182.9,199.7,196.5,174.4,59.72,94.6,18.114914504401376,6.793092939150617
M,O,Low,191.3,202.3,152.3,150.4,589.7,182.5,199.1,195.5,173.9,59.6,94.4,20.498253346734725,21.637045199330874
M,O,Low,190.9,201.8,151.9,150.1,588.6,182,198.5,194.5,173.3,59.48,94.2,24.059460940197866,9.165508929599769
M,O,Low,190.4,201.2,151.4,149.7,587.4,181.5,197.9,193.5,172.8,59.38,94,17.29332378248366,6.917329512992973
M,O,Low,189.9,200.7,151,149.4,586.3,181.1,197.3,192.5,172.2,59.32,93.7,24.36853164720944,13.924875226977292
M,O,Low,189.5,200.1,150.7,149,585.2,180.6,196.7,191.6,171.5,59.25,93.5,18.692125788577595,12.850836479647304
M,O,Low,189,199.5,150.3,148.7,584.1,180.2,196.1,190.7,170.8,59.16,93.3,14.117494826508917,10.58812111988085
M,O,Low,188.5,199,150,148.4,583,179.7,195.5,189.8,170.1,59.07,93,13.035230261763154,14.220251194651325
M,O,Low,188.1,198.4,149.6,148,581.9,179.2,194.9,188.9,169.4,58.97,92.8,21.491301047587665,3.581883507930571
M,O,Low,187.6,197.8,149.2,147.7,580.7,178.8,194.3,187.9,168.7,58.86,92.6,16.846095106068155,14.43951009091605
M,O,Low,187.1,197.3,148.9,147.3,579.6,178.3,193.7,187.1,168,58.76,92.4,13.343313925649344,16.98239954173569
M,O,Low,186.7,196.7,148.5,147,578.5,177.9,193.1,186.3,167.4,58.65,92.2,31.802746802630473,0
M,O,Low,186.2,196.2,148.1,146.7,577.4,177.4,192.5,185.5,166.8,58.55,92,11.103908841007962,11.103908841008838
M,O,Low,185.7,195.6,147.7,146.3,576.3,177,191.9,184.6,166.2,58.45,91.8,14.937559243882678,9.958372829254529
M,O,Low,185.3,195.1,147.3,146,575.2,176.5,191.3,183.6,165.5,58.35,91.5,12.562820756536638,15.07538490784539
M,O,Low,184.8,194.5,146.9,145.7,574,176,190.8,182.7,164.8,58.23,91.3,21.56002168932569,15.218838839523539
M,O,Low,184.4,193.9,146.5,145.3,572.8,175.6,190.2,181.8,164.1,58.12,91.1,16.64874258616721,14.087397572909596
M,O,Low,183.9,193.4,146.1,145,571.7,175.1,189.6,181.1,163.5,58.03,90.9,11.642420513990595,9.055215955327142
M,O,Low,183.4,192.8,145.8,144.7,570.7,174.7,189,180.5,162.9,57.94,90.7,30.061881361604172,16.991498160906744
SB,NO,High,152.5,67.78,407,111.5,774.2,250.7,331.2,561.4,655.4,126.7,270.1,35.765304862149065,-0.9699065725328785
SB,NO,High,154.7,68.72,402.8,112.8,774.8,253.8,334.1,562.2,652.2,127.8,268.4,-1.2039837417889898,8.668682940880942
SB,NO,High,156.8,69.61,401.3,114.1,776.8,256.8,337,569,653.4,128.9,268.3,15.889714210971947,13.739226573396799
SB,NO,High,159,70.49,399.7,115.4,781.1,259.8,339.7,578.7,655.6,130,267.1,28.430900417762633,2.1323175313321925
SB,NO,High,161.1,71.39,402.9,116.7,789.1,262.6,342.7,571.5,645.2,131.2,265.2,19.836381745452652,11.502753911564279
SB,NO,High,163.3,72.27,420.8,118,791.9,265.3,344.7,565,646,132.3,263.1,13.364847946494043,7.902692698796461
SB,NO,High,165.4,73.08,441.2,119.3,793.9,268,346,564.9,656.5,133.2,261.3,17.363701220025273,12.30407967246826
SB,NO,High,167.5,73.88,458.5,120.5,795.5,270.5,347.1,566.8,663.4,134.1,259.3,11.711894052180764,8.073247356357616
SB,NO,High,169.6,74.66,471.9,121.8,797.5,272.9,348.2,568.1,665.1,134.9,257.5,17.417664234888854,9.551622322358373
SB,NO,High,171.6,75.43,482.8,123.1,800,275.2,349.4,567.3,663.7,135.7,256,18.535600245196367,7.436438421725498
SB,NO,High,173.7,76.21,491.4,124.4,802,277.5,350.7,565.8,662.2,136.5,254.8,10.190370746299918,13.915882632043974
SB,NO,High,175.7,76.98,497.5,125.7,804,279.6,352.1,569,664,137.2,254,11.028876139180204,7.028205382810926
SB,NO,High,177.7,77.76,502.6,127,805,281.6,353.6,577.4,667.8,137.8,253.5,14.505223293502997,6.186051110464534
SB,NO,High,179.6,78.53,507.5,128.3,806,283.6,355.1,587.9,673.6,138.4,253.2,17.878992108634996,10.832565806996492
SB,NO,High,181.6,79.3,513.7,129.5,807,285.5,356.7,595.9,681.2,138.9,253.6,9.43457852620197,9.330901839100871
SB,NO,High,183.5,80.1,519.8,130.8,807,287.3,358.8,595.6,691.4,139.5,255.2,12.466104560204007,7.9701324237369615
SB,NO,High,185.5,81,518.2,132.1,805,289.2,360.7,592.1,700.9,140,259.9,11.075942609239357,6.64556556554365
SB,NO,High,187.4,81.9,515.5,133.3,805,291.1,361.8,594.8,709.3,140.4,264.4,10.317867219953056,5.853405442088758
SB,NO,High,189.3,82.9,510.1,134.6,804,293,363.6,598.7,713.7,140.9,269.2,10.556606907586179,8.894918783243867
SB,NO,High,191.2,83.9,504.2,135.9,802,295,366.1,589.5,719.2,141.3,272.1,8.474734409000575,8.282126808796054
SB,NO,High,193.1,85,496.8,137.1,801,297,369.1,579.2,720.9,141.7,272.4,12.809779146679249,7.021656717439006
SB,NO,High,195,86,498.8,138.4,797.8,299.1,371.8,570.7,715.8,142.2,273,9.537096176060572,8.976090518645158
SB,NO,High,196.9,87.1,513.6,139.6,793.2,301.2,372.5,568.8,713.5,142.6,274.1,9.58345979426683,6.6347029344924815
SB,NO,High,198.8,88.2,528.8,140.9,789.9,303.2,372.1,571.6,712.9,143,275.6,9.900876660421549,6.540028619728005
SB,NO,High,200.7,89.3,539.9,142.1,787.5,305.3,371.5,576.1,715.4,143.4,276.8,8.508116045492969,4.298837580880618
SB,NO,High,202.6,90.5,547.4,143.4,785.4,307.5,370.8,577.7,717.3,143.9,277.9,6.094587177616317,8.214443587222018
SB,NO,High,204.5,91.7,550.7,144.6,784.2,309.7,370.1,580.6,718.6,144.3,279.3,9.23690405567191,6.099842300915426
SB,NO,High,206.4,92.8,548.9,145.8,783.5,311.9,369.8,578,714.8,144.7,279.3,10.664087170026788,8.342068189456416
SB,NO,High,208.3,94,536.9,147,779.4,314,371.6,564.8,693.9,145.1,277.5,8.151278560598422,7.132368740523642
SB,NO,High,210.2,95.1,532.6,148.2,774.4,316.1,373,554.2,691,145.5,278.7,7.296443138099611,6.457771513030676
SB,NO,High,212,96.3,539.3,149.5,771.3,318.1,373.5,543.7,688.3,145.9,278.2,8.53619516136887,5.05541655187864
SB,NO,High,213.8,97.5,540.6,150.7,768.7,320.1,374.2,533.9,680.1,146.3,276,8.521282950481941,4.834189366138825
SB,NO,High,215.6,98.5,528.9,151.9,764.7,321.9,376.1,522.4,662.3,146.8,271.3,8.509919034137672,7.051075771142641
SB,NO,High,217.3,99.5,517.6,153.1,760.7,323.6,377.6,511.2,655.1,147.3,269.9,9.384603306571176,5.694930211679945
SB,NO,High,219,100.5,509.1,154.3,757.5,325.1,378.3,498.9,648.2,147.7,268.3,6.354068226783712,6.59234578528811
SB,NO,High,220.7,101.5,501.2,155.4,753.9,326.4,378.9,490.1,640.8,148,265.7,7.161111596470871,7.318498664525144
SB,NO,High,222.3,102.4,494.8,156.6,749.2,327.6,380.3,487.4,642.9,148.3,262.6,5.929001755004309,6.241054478951955
SB,NO,High,223.9,103.3,489.5,157.7,746.9,328.7,380.6,497.7,659.6,148.6,261.4,7.041992696348712,5.958609204602702
SB,NO,High,225.4,104.1,485.2,158.8,746.5,329.6,379.9,512.6,676.4,148.9,260.6,6.451808358458108,5.760543177194764
SB,NO,High,226.8,105,481.8,159.9,746.9,330.4,379.1,526.7,686,149,260.4,6.178750252546931,6.4838737218085
SB,NO,High,228.2,105.8,478.1,160.9,747.6,331.2,378.6,537.4,692.3,149.1,261,6.519221905125744,6.4434169992522055
SB,NO,High,229.6,106.7,475.1,161.9,748.4,331.9,378.2,543.4,700.1,149.2,262.7,6.859470459482403,5.954924904385837
SB,NO,High,230.9,107.6,475.3,162.9,749.1,332.5,377.6,547.8,706.2,149.3,264.4,7.5751947922437575,2.1750559304462103
SB,NO,High,232.2,108.5,476.2,163.9,749.4,333.2,377.1,553.2,708,149.5,266.3,6.645955151738411,5.376503044102972
SB,NO,High,233.5,109.5,475.7,164.8,749.4,333.9,376.9,559.8,703.6,149.6,267.4,5.6538898988151125,6.472216068380568
SB,NO,High,234.8,110.4,476.4,165.8,749.4,334.6,376.6,568.5,702.7,149.6,267.6,6.971051621389797,6.674411126862477
SB,NO,High,236.1,111.3,478.6,166.7,749.9,335.2,376.4,574.8,707.6,149.7,267.3,6.509661712920361,6.953502284255859
SB,NO,High,237.3,112.2,480.8,167.5,750.5,335.9,376,576.2,712.3,149.7,266.5,5.463601556724908,4.208449847747596
SB,NO,High,238.5,113.1,480.3,168.4,751.1,336.5,375.7,578.2,709.3,149.7,264,8.184744156939622,2.580775184620613
SB,NO,High,239.7,113.9,477.1,169.3,751.5,337.1,375.5,579.9,693.1,149.7,260.2,5.821082799864062,5.010552283427252
SB,NO,High,240.8,114.7,472.5,170.1,752.1,337.6,375.5,584.6,672.7,149.8,255.9,7.735994781396863,5.894091262016652
SB,NO,High,241.9,115.5,467.4,170.9,753,337.9,375.5,589.5,651.3,149.8,251.8,6.265373854222969,5.675691609119693
SB,NO,High,243,116.2,462.1,171.7,754.1,338.1,375.8,592.7,629.9,149.8,248.5,5.386392918728335,5.460179123094463
SB,NO,High,243.9,117,457.2,172.4,755.5,338.1,376,595.8,611.7,149.8,245.7,6.429569291913845,4.1385733373237965
SB,NO,High,244.9,117.7,452.6,173.1,757.2,338.1,376.3,600.2,597.3,149.6,243.2,7.18383239357053,5.998870349270259
SB,NO,High,245.8,118.5,448.2,173.8,758.7,337.9,376.7,604.9,584.9,149.4,240.8,6.608825540906251,-6.9801078746650065
SB,NO,High,246.6,119.2,444,174.5,759.9,337.6,377,607.4,573.9,149.2,238.8,6.555231547001235,-85.73944898407345
SB,NO,Medium,249.5,122.2,433.3,173.8,763.4,335.6,378.2,595.7,569.7,148,236.8,13.795205170540688,9.777920148350262
SB,NO,Medium,250.2,123,432,173.8,764,335,378.6,587.2,568.8,147.6,236.7,9.374063658372437,5.487256775632635
SB,NO,Medium,250.8,123.7,430.1,174,763.9,334.4,379.4,577,565.2,147.1,235.8,12.418779930343451,5.6727760175643045
SB,NO,Medium,251.3,124.5,429.7,174.3,766.5,333.8,379.6,569.1,573,146.7,236.2,12.573594343959234,7.096752635854283
SB,NO,Medium,251.9,125.4,433,174.6,774.1,333.1,378.1,579.1,595.8,146.2,238.4,8.696733656094466,7.920239579657448
SB,NO,Medium,252.3,126.3,442,175,784.4,332.6,376.6,597.4,615.9,145.7,241.5,12.354109914348271,6.802579509799381
SB,NO,Medium,252.8,127.2,452.1,175.4,794.9,332.1,375.4,612.7,629,145.2,244.2,15.200901769109693,8.26992065158818
SB,NO,Medium,253.3,128.1,459.5,175.7,805,331.7,374.7,622.4,638.1,144.7,246.5,8.57090050791329,6.904336520263481
SB,NO,Medium,253.7,129.1,463.2,176.1,814,331.4,374.4,633.5,642.8,144.2,248.3,9.99834111375281,7.598739246452152
SB,NO,Medium,254.2,130.1,463.6,176.4,823,331.3,374.4,643.6,643.8,143.9,249.4,8.063980081181807,4.4351890446499995
SB,NO,Medium,254.7,131,464.6,176.7,830,331.2,374.6,649.6,644,143.5,250.1,13.82413483135871,8.375799338999656
SB,NO,Medium,255.2,132,468.6,177,837,331.1,375.1,650.4,646.9,143.2,251,10.498775602645521,6.479713067257799
SB,NO,Medium,255.8,132.9,470.3,177.4,843,331.2,375.8,653.6,656.6,142.9,251.9,6.950880443608155,5.7096517929638475
SB,NO,Medium,256.3,133.9,467.5,177.7,849,331.3,376.5,656.9,672.3,142.5,252.8,13.276208967963466,8.516813300202957
SB,NO,Medium,256.8,134.8,460.9,178,855,331.6,377.3,658.9,684.4,142.3,253.1,9.859534807343442,6.573023204895627
SB,NO,Medium,257.3,135.8,453.8,178.3,860,331.8,378.1,660.3,695,142.1,253.4,10.547655027604899,4.8485188433345305
SB,NO,Medium,257.9,136.8,448,178.6,864,332.2,378.9,659.7,704.3,141.8,253.4,12.623461579394709,7.728649946568184
